,activity_id,assay_chembl_id,assay_description,assay_type,molecule_chembl_id,relation,standard_units,standard_value,target_chembl_id,target_organism,type,units,value
3728,16479087,CHEMBL3767375,Displacement of [3H]SCH-58261 from human adenosine A2A receptor expressed in HEK cell membranes after 60 mins by microplate scintillation counting analysis,B,CHEMBL3763199,=,nM,2.3,CHEMBL251,Homo sapiens,Ki,nM,2.3
3729,16479088,CHEMBL3767375,Displacement of [3H]SCH-58261 from human adenosine A2A receptor expressed in HEK cell membranes after 60 mins by microplate scintillation counting analysis,B,CHEMBL3763806,=,nM,7.7,CHEMBL251,Homo sapiens,Ki,nM,7.7
3730,16479089,CHEMBL3767375,Displacement of [3H]SCH-58261 from human adenosine A2A receptor expressed in HEK cell membranes after 60 mins by microplate scintillation counting analysis,B,CHEMBL3764006,=,nM,86.0,CHEMBL251,Homo sapiens,Ki,nM,86.0
3731,16479090,CHEMBL3767375,Displacement of [3H]SCH-58261 from human adenosine A2A receptor expressed in HEK cell membranes after 60 mins by microplate scintillation counting analysis,B,CHEMBL3763571,=,nM,24.0,CHEMBL251,Homo sapiens,Ki,nM,24.0
3732,16479091,CHEMBL3767375,Displacement of [3H]SCH-58261 from human adenosine A2A receptor expressed in HEK cell membranes after 60 mins by microplate scintillation counting analysis,B,CHEMBL3765580,=,nM,0.2,CHEMBL251,Homo sapiens,Ki,nM,0.2
3733,16479092,CHEMBL3767375,Displacement of [3H]SCH-58261 from human adenosine A2A receptor expressed in HEK cell membranes after 60 mins by microplate scintillation counting analysis,B,CHEMBL3765379,=,nM,0.2,CHEMBL251,Homo sapiens,Ki,nM,0.2
3734,16479093,CHEMBL3767375,Displacement of [3H]SCH-58261 from human adenosine A2A receptor expressed in HEK cell membranes after 60 mins by microplate scintillation counting analysis,B,CHEMBL3764736,=,nM,1035.0,CHEMBL251,Homo sapiens,Ki,nM,1035.0
3735,16479094,CHEMBL3767375,Displacement of [3H]SCH-58261 from human adenosine A2A receptor expressed in HEK cell membranes after 60 mins by microplate scintillation counting analysis,B,CHEMBL3764945,=,nM,160.0,CHEMBL251,Homo sapiens,Ki,nM,160.0
3736,16479095,CHEMBL3767375,Displacement of [3H]SCH-58261 from human adenosine A2A receptor expressed in HEK cell membranes after 60 mins by microplate scintillation counting analysis,B,CHEMBL3764338,=,nM,6.6,CHEMBL251,Homo sapiens,Ki,nM,6.6
3737,16479096,CHEMBL3767375,Displacement of [3H]SCH-58261 from human adenosine A2A receptor expressed in HEK cell membranes after 60 mins by microplate scintillation counting analysis,B,CHEMBL3764260,=,nM,3.6,CHEMBL251,Homo sapiens,Ki,nM,3.6
3738,16479097,CHEMBL3767375,Displacement of [3H]SCH-58261 from human adenosine A2A receptor expressed in HEK cell membranes after 60 mins by microplate scintillation counting analysis,B,CHEMBL3764613,=,nM,5.4,CHEMBL251,Homo sapiens,Ki,nM,5.4
3739,16479098,CHEMBL3767375,Displacement of [3H]SCH-58261 from human adenosine A2A receptor expressed in HEK cell membranes after 60 mins by microplate scintillation counting analysis,B,CHEMBL3765526,=,nM,45.0,CHEMBL251,Homo sapiens,Ki,nM,45.0
3740,16479099,CHEMBL3767375,Displacement of [3H]SCH-58261 from human adenosine A2A receptor expressed in HEK cell membranes after 60 mins by microplate scintillation counting analysis,B,CHEMBL3763215,=,nM,8.4,CHEMBL251,Homo sapiens,Ki,nM,8.4
3741,16479100,CHEMBL3767375,Displacement of [3H]SCH-58261 from human adenosine A2A receptor expressed in HEK cell membranes after 60 mins by microplate scintillation counting analysis,B,CHEMBL3764697,=,nM,13.6,CHEMBL251,Homo sapiens,Ki,nM,13.6
3742,16479101,CHEMBL3767375,Displacement of [3H]SCH-58261 from human adenosine A2A receptor expressed in HEK cell membranes after 60 mins by microplate scintillation counting analysis,B,CHEMBL3763234,=,nM,14.0,CHEMBL251,Homo sapiens,Ki,nM,14.0
3743,16479102,CHEMBL3767375,Displacement of [3H]SCH-58261 from human adenosine A2A receptor expressed in HEK cell membranes after 60 mins by microplate scintillation counting analysis,B,CHEMBL3764249,=,nM,160.0,CHEMBL251,Homo sapiens,Ki,nM,160.0
3744,16479103,CHEMBL3767375,Displacement of [3H]SCH-58261 from human adenosine A2A receptor expressed in HEK cell membranes after 60 mins by microplate scintillation counting analysis,B,CHEMBL3763766,=,nM,6.7,CHEMBL251,Homo sapiens,Ki,nM,6.7
3745,16479104,CHEMBL3767375,Displacement of [3H]SCH-58261 from human adenosine A2A receptor expressed in HEK cell membranes after 60 mins by microplate scintillation counting analysis,B,CHEMBL3763668,=,nM,126.0,CHEMBL251,Homo sapiens,Ki,nM,126.0
3746,16479105,CHEMBL3767375,Displacement of [3H]SCH-58261 from human adenosine A2A receptor expressed in HEK cell membranes after 60 mins by microplate scintillation counting analysis,B,CHEMBL3765449,=,nM,10.1,CHEMBL251,Homo sapiens,Ki,nM,10.1
3747,16479106,CHEMBL3767375,Displacement of [3H]SCH-58261 from human adenosine A2A receptor expressed in HEK cell membranes after 60 mins by microplate scintillation counting analysis,B,CHEMBL3764486,=,nM,7.6,CHEMBL251,Homo sapiens,Ki,nM,7.6
3748,16479107,CHEMBL3767375,Displacement of [3H]SCH-58261 from human adenosine A2A receptor expressed in HEK cell membranes after 60 mins by microplate scintillation counting analysis,B,CHEMBL3763972,=,nM,20.0,CHEMBL251,Homo sapiens,Ki,nM,20.0
3749,16479108,CHEMBL3767375,Displacement of [3H]SCH-58261 from human adenosine A2A receptor expressed in HEK cell membranes after 60 mins by microplate scintillation counting analysis,B,CHEMBL3763434,=,nM,21.5,CHEMBL251,Homo sapiens,Ki,nM,21.5
3750,16479109,CHEMBL3767375,Displacement of [3H]SCH-58261 from human adenosine A2A receptor expressed in HEK cell membranes after 60 mins by microplate scintillation counting analysis,B,CHEMBL3764397,=,nM,25.0,CHEMBL251,Homo sapiens,Ki,nM,25.0
3751,16479110,CHEMBL3767375,Displacement of [3H]SCH-58261 from human adenosine A2A receptor expressed in HEK cell membranes after 60 mins by microplate scintillation counting analysis,B,CHEMBL3764687,=,nM,3.1,CHEMBL251,Homo sapiens,Ki,nM,3.1
3752,16479111,CHEMBL3767375,Displacement of [3H]SCH-58261 from human adenosine A2A receptor expressed in HEK cell membranes after 60 mins by microplate scintillation counting analysis,B,CHEMBL3765062,=,nM,8.2,CHEMBL251,Homo sapiens,Ki,nM,8.2
3753,16479112,CHEMBL3767375,Displacement of [3H]SCH-58261 from human adenosine A2A receptor expressed in HEK cell membranes after 60 mins by microplate scintillation counting analysis,B,CHEMBL3765164,=,nM,1.8,CHEMBL251,Homo sapiens,Ki,nM,1.8
3754,16479113,CHEMBL3767375,Displacement of [3H]SCH-58261 from human adenosine A2A receptor expressed in HEK cell membranes after 60 mins by microplate scintillation counting analysis,B,CHEMBL3765399,=,nM,927.0,CHEMBL251,Homo sapiens,Ki,nM,927.0
3755,16479114,CHEMBL3767375,Displacement of [3H]SCH-58261 from human adenosine A2A receptor expressed in HEK cell membranes after 60 mins by microplate scintillation counting analysis,B,CHEMBL3764081,=,nM,26.7,CHEMBL251,Homo sapiens,Ki,nM,26.7
3756,16479115,CHEMBL3767375,Displacement of [3H]SCH-58261 from human adenosine A2A receptor expressed in HEK cell membranes after 60 mins by microplate scintillation counting analysis,B,CHEMBL3765268,=,nM,6.7,CHEMBL251,Homo sapiens,Ki,nM,6.7
3757,16479116,CHEMBL3767375,Displacement of [3H]SCH-58261 from human adenosine A2A receptor expressed in HEK cell membranes after 60 mins by microplate scintillation counting analysis,B,CHEMBL3764552,=,nM,15.0,CHEMBL251,Homo sapiens,Ki,nM,15.0
3758,16479117,CHEMBL3767375,Displacement of [3H]SCH-58261 from human adenosine A2A receptor expressed in HEK cell membranes after 60 mins by microplate scintillation counting analysis,B,CHEMBL3763374,=,nM,15.2,CHEMBL251,Homo sapiens,Ki,nM,15.2
3759,16479118,CHEMBL3767375,Displacement of [3H]SCH-58261 from human adenosine A2A receptor expressed in HEK cell membranes after 60 mins by microplate scintillation counting analysis,B,CHEMBL3764812,=,nM,73.2,CHEMBL251,Homo sapiens,Ki,nM,73.2
3760,16479119,CHEMBL3767375,Displacement of [3H]SCH-58261 from human adenosine A2A receptor expressed in HEK cell membranes after 60 mins by microplate scintillation counting analysis,B,CHEMBL3763647,=,nM,245.0,CHEMBL251,Homo sapiens,Ki,nM,245.0
3761,16479120,CHEMBL3767375,Displacement of [3H]SCH-58261 from human adenosine A2A receptor expressed in HEK cell membranes after 60 mins by microplate scintillation counting analysis,B,CHEMBL3763829,=,nM,1536.0,CHEMBL251,Homo sapiens,Ki,nM,1536.0
3762,16479121,CHEMBL3767375,Displacement of [3H]SCH-58261 from human adenosine A2A receptor expressed in HEK cell membranes after 60 mins by microplate scintillation counting analysis,B,CHEMBL3763871,=,nM,12.0,CHEMBL251,Homo sapiens,Ki,nM,12.0
3763,16479122,CHEMBL3767375,Displacement of [3H]SCH-58261 from human adenosine A2A receptor expressed in HEK cell membranes after 60 mins by microplate scintillation counting analysis,B,CHEMBL3765424,=,nM,6.9,CHEMBL251,Homo sapiens,Ki,nM,6.9
3764,16479123,CHEMBL3767375,Displacement of [3H]SCH-58261 from human adenosine A2A receptor expressed in HEK cell membranes after 60 mins by microplate scintillation counting analysis,B,CHEMBL3763969,=,nM,4.4,CHEMBL251,Homo sapiens,Ki,nM,4.4
3765,16479124,CHEMBL3767375,Displacement of [3H]SCH-58261 from human adenosine A2A receptor expressed in HEK cell membranes after 60 mins by microplate scintillation counting analysis,B,CHEMBL3764598,=,nM,4.8,CHEMBL251,Homo sapiens,Ki,nM,4.8
3766,16479125,CHEMBL3767375,Displacement of [3H]SCH-58261 from human adenosine A2A receptor expressed in HEK cell membranes after 60 mins by microplate scintillation counting analysis,B,CHEMBL3763514,=,nM,2.7,CHEMBL251,Homo sapiens,Ki,nM,2.7
3767,16493408,CHEMBL3772103,Displacement of [3H]CGS21680 from human recombinant adenosine 2A receptor after 60 mins by gamma counting analysis,B,CHEMBL3770601,=,nM,20.0,CHEMBL251,Homo sapiens,Ki,nM,20.0
3768,16493419,CHEMBL3772103,Displacement of [3H]CGS21680 from human recombinant adenosine 2A receptor after 60 mins by gamma counting analysis,B,CHEMBL331372,=,nM,27.0,CHEMBL251,Homo sapiens,Ki,nM,27.0
3769,16493422,CHEMBL3772108,Displacement of [3H]-CGS2168 from human recombinant adenosine A2A receptor,B,CHEMBL2113496,=,nM,31.8,CHEMBL251,Homo sapiens,Ki,nM,31.8
3770,16493423,CHEMBL3772108,Displacement of [3H]-CGS2168 from human recombinant adenosine A2A receptor,B,CHEMBL3770782,=,nM,49.3,CHEMBL251,Homo sapiens,Ki,nM,49.3
3771,16493424,CHEMBL3772109,Displacement of [3H]-ZM241385 from human adenosine A2A receptor by scintillation spectroscopy,B,CHEMBL113142,=,nM,1.6,CHEMBL251,Homo sapiens,Ki,nM,1.6
3772,16536804,CHEMBL3791367,Displacement of [3H]ZM241385 from human Adenosine A2A receptor expressed in HeLa cells after 30 mins,B,CHEMBL113142,=,nM,1.9,CHEMBL251,Homo sapiens,Ki,nM,1.9
3773,16536805,CHEMBL3791367,Displacement of [3H]ZM241385 from human Adenosine A2A receptor expressed in HeLa cells after 30 mins,B,CHEMBL183,=,nM,157.0,CHEMBL251,Homo sapiens,Ki,nM,157.0
3774,16580269,CHEMBL3802552,Displacement of [3H]-ZM241385 from human adenosine A2A receptor expressed in CHO cell membranes after 60 mins by scintillation counting method,B,CHEMBL2322916,=,nM,246.0,CHEMBL251,Homo sapiens,Ki,nM,246.0
3775,16580270,CHEMBL3802552,Displacement of [3H]-ZM241385 from human adenosine A2A receptor expressed in CHO cell membranes after 60 mins by scintillation counting method,B,CHEMBL2322917,=,nM,325.0,CHEMBL251,Homo sapiens,Ki,nM,325.0
3776,16580271,CHEMBL3802552,Displacement of [3H]-ZM241385 from human adenosine A2A receptor expressed in CHO cell membranes after 60 mins by scintillation counting method,B,CHEMBL2322918,=,nM,110.0,CHEMBL251,Homo sapiens,Ki,nM,110.0
3777,16580272,CHEMBL3802552,Displacement of [3H]-ZM241385 from human adenosine A2A receptor expressed in CHO cell membranes after 60 mins by scintillation counting method,B,CHEMBL3317574,=,nM,55.0,CHEMBL251,Homo sapiens,Ki,nM,55.0
3778,16580273,CHEMBL3802552,Displacement of [3H]-ZM241385 from human adenosine A2A receptor expressed in CHO cell membranes after 60 mins by scintillation counting method,B,CHEMBL3800301,=,nM,647.0,CHEMBL251,Homo sapiens,Ki,nM,647.0
3779,16580274,CHEMBL3802552,Displacement of [3H]-ZM241385 from human adenosine A2A receptor expressed in CHO cell membranes after 60 mins by scintillation counting method,B,CHEMBL3799771,=,nM,240.0,CHEMBL251,Homo sapiens,Ki,nM,240.0
3780,16580275,CHEMBL3802552,Displacement of [3H]-ZM241385 from human adenosine A2A receptor expressed in CHO cell membranes after 60 mins by scintillation counting method,B,CHEMBL3797284,=,nM,195.0,CHEMBL251,Homo sapiens,Ki,nM,195.0
3781,16580306,CHEMBL3802552,Displacement of [3H]-ZM241385 from human adenosine A2A receptor expressed in CHO cell membranes after 60 mins by scintillation counting method,B,CHEMBL3800254,=,nM,14.0,CHEMBL251,Homo sapiens,Ki,nM,14.0
3782,16580307,CHEMBL3802552,Displacement of [3H]-ZM241385 from human adenosine A2A receptor expressed in CHO cell membranes after 60 mins by scintillation counting method,B,CHEMBL3799921,=,nM,38.0,CHEMBL251,Homo sapiens,Ki,nM,38.0
3783,16580308,CHEMBL3802552,Displacement of [3H]-ZM241385 from human adenosine A2A receptor expressed in CHO cell membranes after 60 mins by scintillation counting method,B,CHEMBL3799848,=,nM,6.21,CHEMBL251,Homo sapiens,Ki,nM,6.21
3784,16580309,CHEMBL3802552,Displacement of [3H]-ZM241385 from human adenosine A2A receptor expressed in CHO cell membranes after 60 mins by scintillation counting method,B,CHEMBL3798214,=,nM,51.0,CHEMBL251,Homo sapiens,Ki,nM,51.0
3785,16580310,CHEMBL3802552,Displacement of [3H]-ZM241385 from human adenosine A2A receptor expressed in CHO cell membranes after 60 mins by scintillation counting method,B,CHEMBL3797666,=,nM,57.0,CHEMBL251,Homo sapiens,Ki,nM,57.0
3786,16580311,CHEMBL3802552,Displacement of [3H]-ZM241385 from human adenosine A2A receptor expressed in CHO cell membranes after 60 mins by scintillation counting method,B,CHEMBL3800587,=,nM,5.26,CHEMBL251,Homo sapiens,Ki,nM,5.26
3787,16580312,CHEMBL3802552,Displacement of [3H]-ZM241385 from human adenosine A2A receptor expressed in CHO cell membranes after 60 mins by scintillation counting method,B,CHEMBL3799351,=,nM,3.62,CHEMBL251,Homo sapiens,Ki,nM,3.62
3788,16580313,CHEMBL3802552,Displacement of [3H]-ZM241385 from human adenosine A2A receptor expressed in CHO cell membranes after 60 mins by scintillation counting method,B,CHEMBL3798754,=,nM,9.23,CHEMBL251,Homo sapiens,Ki,nM,9.23
3789,16580314,CHEMBL3802552,Displacement of [3H]-ZM241385 from human adenosine A2A receptor expressed in CHO cell membranes after 60 mins by scintillation counting method,B,CHEMBL3798383,=,nM,17.0,CHEMBL251,Homo sapiens,Ki,nM,17.0
3790,16580315,CHEMBL3802552,Displacement of [3H]-ZM241385 from human adenosine A2A receptor expressed in CHO cell membranes after 60 mins by scintillation counting method,B,CHEMBL3798766,=,nM,5.37,CHEMBL251,Homo sapiens,Ki,nM,5.37
3791,16580316,CHEMBL3802552,Displacement of [3H]-ZM241385 from human adenosine A2A receptor expressed in CHO cell membranes after 60 mins by scintillation counting method,B,CHEMBL3797324,=,nM,320.0,CHEMBL251,Homo sapiens,Ki,nM,320.0
3792,16580317,CHEMBL3802552,Displacement of [3H]-ZM241385 from human adenosine A2A receptor expressed in CHO cell membranes after 60 mins by scintillation counting method,B,CHEMBL3800218,=,nM,412.0,CHEMBL251,Homo sapiens,Ki,nM,412.0
3793,16580318,CHEMBL3802552,Displacement of [3H]-ZM241385 from human adenosine A2A receptor expressed in CHO cell membranes after 60 mins by scintillation counting method,B,CHEMBL3797799,=,nM,147.0,CHEMBL251,Homo sapiens,Ki,nM,147.0
3794,16580319,CHEMBL3802552,Displacement of [3H]-ZM241385 from human adenosine A2A receptor expressed in CHO cell membranes after 60 mins by scintillation counting method,B,CHEMBL3799210,=,nM,518.0,CHEMBL251,Homo sapiens,Ki,nM,518.0
3795,16580320,CHEMBL3802552,Displacement of [3H]-ZM241385 from human adenosine A2A receptor expressed in CHO cell membranes after 60 mins by scintillation counting method,B,CHEMBL3797433,=,nM,99.0,CHEMBL251,Homo sapiens,Ki,nM,99.0
3796,16580321,CHEMBL3802552,Displacement of [3H]-ZM241385 from human adenosine A2A receptor expressed in CHO cell membranes after 60 mins by scintillation counting method,B,CHEMBL3799249,=,nM,89.0,CHEMBL251,Homo sapiens,Ki,nM,89.0
3797,16580322,CHEMBL3802552,Displacement of [3H]-ZM241385 from human adenosine A2A receptor expressed in CHO cell membranes after 60 mins by scintillation counting method,B,CHEMBL3797553,=,nM,362.0,CHEMBL251,Homo sapiens,Ki,nM,362.0
3798,16621694,CHEMBL3821864,Displacement of [3H]NECA from human A2A adenosine receptor expressed in CHO cells,B,CHEMBL3818444,=,nM,18800.0,CHEMBL251,Homo sapiens,Ki,uM,18.8
3799,16621696,CHEMBL3821864,Displacement of [3H]NECA from human A2A adenosine receptor expressed in CHO cells,B,CHEMBL3819209,=,nM,14700.0,CHEMBL251,Homo sapiens,Ki,uM,14.7
3800,16621697,CHEMBL3821864,Displacement of [3H]NECA from human A2A adenosine receptor expressed in CHO cells,B,CHEMBL3818301,=,nM,20600.0,CHEMBL251,Homo sapiens,Ki,uM,20.6
3801,16621700,CHEMBL3821864,Displacement of [3H]NECA from human A2A adenosine receptor expressed in CHO cells,B,CHEMBL3818884,=,nM,7480.0,CHEMBL251,Homo sapiens,Ki,uM,7.48
3802,16621701,CHEMBL3821864,Displacement of [3H]NECA from human A2A adenosine receptor expressed in CHO cells,B,CHEMBL3819594,=,nM,9980.0,CHEMBL251,Homo sapiens,Ki,uM,9.98
3803,16621702,CHEMBL3821864,Displacement of [3H]NECA from human A2A adenosine receptor expressed in CHO cells,B,CHEMBL3819227,=,nM,9870.0,CHEMBL251,Homo sapiens,Ki,uM,9.87
3804,16621703,CHEMBL3821864,Displacement of [3H]NECA from human A2A adenosine receptor expressed in CHO cells,B,CHEMBL3818574,=,nM,14700.0,CHEMBL251,Homo sapiens,Ki,uM,14.7
3805,16621705,CHEMBL3821864,Displacement of [3H]NECA from human A2A adenosine receptor expressed in CHO cells,B,CHEMBL3818390,=,nM,12200.0,CHEMBL251,Homo sapiens,Ki,uM,12.2
3806,16621706,CHEMBL3821864,Displacement of [3H]NECA from human A2A adenosine receptor expressed in CHO cells,B,CHEMBL190,=,nM,1710.0,CHEMBL251,Homo sapiens,Ki,uM,1.71
3807,16650646,CHEMBL3831117,Displacement of [3H]NECA from recombinant human adenosine A2A receptor expressed in CHO cell membrane after 3 hrs by microbeta scintillation counting method,B,CHEMBL3088335,=,nM,1520.0,CHEMBL251,Homo sapiens,Ki,nM,1520.0
3808,16650647,CHEMBL3831117,Displacement of [3H]NECA from recombinant human adenosine A2A receptor expressed in CHO cell membrane after 3 hrs by microbeta scintillation counting method,B,CHEMBL3088337,=,nM,2690.0,CHEMBL251,Homo sapiens,Ki,nM,2690.0
3809,16650648,CHEMBL3831117,Displacement of [3H]NECA from recombinant human adenosine A2A receptor expressed in CHO cell membrane after 3 hrs by microbeta scintillation counting method,B,CHEMBL3088336,=,nM,3570.0,CHEMBL251,Homo sapiens,Ki,nM,3570.0
3810,16650649,CHEMBL3831117,Displacement of [3H]NECA from recombinant human adenosine A2A receptor expressed in CHO cell membrane after 3 hrs by microbeta scintillation counting method,B,CHEMBL3827748,=,nM,4930.0,CHEMBL251,Homo sapiens,Ki,nM,4930.0
3811,16650651,CHEMBL3831117,Displacement of [3H]NECA from recombinant human adenosine A2A receptor expressed in CHO cell membrane after 3 hrs by microbeta scintillation counting method,B,CHEMBL3828648,=,nM,8110.0,CHEMBL251,Homo sapiens,Ki,nM,8110.0
3812,16650652,CHEMBL3831117,Displacement of [3H]NECA from recombinant human adenosine A2A receptor expressed in CHO cell membrane after 3 hrs by microbeta scintillation counting method,B,CHEMBL3828047,=,nM,2960.0,CHEMBL251,Homo sapiens,Ki,nM,2960.0
3813,16650653,CHEMBL3831117,Displacement of [3H]NECA from recombinant human adenosine A2A receptor expressed in CHO cell membrane after 3 hrs by microbeta scintillation counting method,B,CHEMBL3827097,=,nM,1050.0,CHEMBL251,Homo sapiens,Ki,nM,1050.0
3814,16650654,CHEMBL3831117,Displacement of [3H]NECA from recombinant human adenosine A2A receptor expressed in CHO cell membrane after 3 hrs by microbeta scintillation counting method,B,CHEMBL3088338,=,nM,1500.0,CHEMBL251,Homo sapiens,Ki,nM,1500.0
3815,16650655,CHEMBL3831117,Displacement of [3H]NECA from recombinant human adenosine A2A receptor expressed in CHO cell membrane after 3 hrs by microbeta scintillation counting method,B,CHEMBL3828590,=,nM,1870.0,CHEMBL251,Homo sapiens,Ki,nM,1870.0
3816,16650657,CHEMBL3831117,Displacement of [3H]NECA from recombinant human adenosine A2A receptor expressed in CHO cell membrane after 3 hrs by microbeta scintillation counting method,B,CHEMBL3088341,=,nM,2210.0,CHEMBL251,Homo sapiens,Ki,nM,2210.0
3817,16650658,CHEMBL3831117,Displacement of [3H]NECA from recombinant human adenosine A2A receptor expressed in CHO cell membrane after 3 hrs by microbeta scintillation counting method,B,CHEMBL3088342,=,nM,1270.0,CHEMBL251,Homo sapiens,Ki,nM,1270.0
3818,16650659,CHEMBL3831117,Displacement of [3H]NECA from recombinant human adenosine A2A receptor expressed in CHO cell membrane after 3 hrs by microbeta scintillation counting method,B,CHEMBL3088349,=,nM,11200.0,CHEMBL251,Homo sapiens,Ki,nM,11200.0
3819,16650661,CHEMBL3831117,Displacement of [3H]NECA from recombinant human adenosine A2A receptor expressed in CHO cell membrane after 3 hrs by microbeta scintillation counting method,B,CHEMBL3088339,=,nM,333.0,CHEMBL251,Homo sapiens,Ki,nM,333.0
3820,16650662,CHEMBL3831117,Displacement of [3H]NECA from recombinant human adenosine A2A receptor expressed in CHO cell membrane after 3 hrs by microbeta scintillation counting method,B,CHEMBL3088340,=,nM,980.0,CHEMBL251,Homo sapiens,Ki,nM,980.0
3821,16650663,CHEMBL3831117,Displacement of [3H]NECA from recombinant human adenosine A2A receptor expressed in CHO cell membrane after 3 hrs by microbeta scintillation counting method,B,CHEMBL3088343,=,nM,2840.0,CHEMBL251,Homo sapiens,Ki,nM,2840.0
3822,16650664,CHEMBL3831117,Displacement of [3H]NECA from recombinant human adenosine A2A receptor expressed in CHO cell membrane after 3 hrs by microbeta scintillation counting method,B,CHEMBL3088344,=,nM,9090.0,CHEMBL251,Homo sapiens,Ki,nM,9090.0
3823,16650665,CHEMBL3831117,Displacement of [3H]NECA from recombinant human adenosine A2A receptor expressed in CHO cell membrane after 3 hrs by microbeta scintillation counting method,B,CHEMBL3088345,=,nM,8390.0,CHEMBL251,Homo sapiens,Ki,nM,8390.0
3824,16650667,CHEMBL3831117,Displacement of [3H]NECA from recombinant human adenosine A2A receptor expressed in CHO cell membrane after 3 hrs by microbeta scintillation counting method,B,CHEMBL3088347,=,nM,1400.0,CHEMBL251,Homo sapiens,Ki,nM,1400.0
3825,16650668,CHEMBL3831117,Displacement of [3H]NECA from recombinant human adenosine A2A receptor expressed in CHO cell membrane after 3 hrs by microbeta scintillation counting method,B,CHEMBL3088348,=,nM,13200.0,CHEMBL251,Homo sapiens,Ki,nM,13200.0
3826,16650670,CHEMBL3831117,Displacement of [3H]NECA from recombinant human adenosine A2A receptor expressed in CHO cell membrane after 3 hrs by microbeta scintillation counting method,B,CHEMBL3827207,=,nM,351.0,CHEMBL251,Homo sapiens,Ki,nM,351.0
3827,16650671,CHEMBL3831117,Displacement of [3H]NECA from recombinant human adenosine A2A receptor expressed in CHO cell membrane after 3 hrs by microbeta scintillation counting method,B,CHEMBL3828082,=,nM,200.0,CHEMBL251,Homo sapiens,Ki,nM,200.0
3828,16650672,CHEMBL3831117,Displacement of [3H]NECA from recombinant human adenosine A2A receptor expressed in CHO cell membrane after 3 hrs by microbeta scintillation counting method,B,CHEMBL3088334,=,nM,2060.0,CHEMBL251,Homo sapiens,Ki,nM,2060.0
3829,16650673,CHEMBL3831117,Displacement of [3H]NECA from recombinant human adenosine A2A receptor expressed in CHO cell membrane after 3 hrs by microbeta scintillation counting method,B,CHEMBL3828238,=,nM,466.0,CHEMBL251,Homo sapiens,Ki,nM,466.0
3830,16650674,CHEMBL3831117,Displacement of [3H]NECA from recombinant human adenosine A2A receptor expressed in CHO cell membrane after 3 hrs by microbeta scintillation counting method,B,CHEMBL3828306,=,nM,1110.0,CHEMBL251,Homo sapiens,Ki,nM,1110.0
3831,16650675,CHEMBL3831117,Displacement of [3H]NECA from recombinant human adenosine A2A receptor expressed in CHO cell membrane after 3 hrs by microbeta scintillation counting method,B,CHEMBL3828214,=,nM,974.0,CHEMBL251,Homo sapiens,Ki,nM,974.0
3832,16650676,CHEMBL3831117,Displacement of [3H]NECA from recombinant human adenosine A2A receptor expressed in CHO cell membrane after 3 hrs by microbeta scintillation counting method,B,CHEMBL3828388,=,nM,313.0,CHEMBL251,Homo sapiens,Ki,nM,313.0
3833,16650677,CHEMBL3831117,Displacement of [3H]NECA from recombinant human adenosine A2A receptor expressed in CHO cell membrane after 3 hrs by microbeta scintillation counting method,B,CHEMBL3827990,=,nM,3180.0,CHEMBL251,Homo sapiens,Ki,nM,3180.0
3834,16650678,CHEMBL3831117,Displacement of [3H]NECA from recombinant human adenosine A2A receptor expressed in CHO cell membrane after 3 hrs by microbeta scintillation counting method,B,CHEMBL3827582,=,nM,2260.0,CHEMBL251,Homo sapiens,Ki,nM,2260.0
3835,16650679,CHEMBL3831117,Displacement of [3H]NECA from recombinant human adenosine A2A receptor expressed in CHO cell membrane after 3 hrs by microbeta scintillation counting method,B,CHEMBL3828448,=,nM,3260.0,CHEMBL251,Homo sapiens,Ki,nM,3260.0
3836,16650680,CHEMBL3831117,Displacement of [3H]NECA from recombinant human adenosine A2A receptor expressed in CHO cell membrane after 3 hrs by microbeta scintillation counting method,B,CHEMBL3827889,=,nM,245.0,CHEMBL251,Homo sapiens,Ki,nM,245.0
3837,16650681,CHEMBL3831117,Displacement of [3H]NECA from recombinant human adenosine A2A receptor expressed in CHO cell membrane after 3 hrs by microbeta scintillation counting method,B,CHEMBL3827171,=,nM,153.0,CHEMBL251,Homo sapiens,Ki,nM,153.0
3838,16650682,CHEMBL3831117,Displacement of [3H]NECA from recombinant human adenosine A2A receptor expressed in CHO cell membrane after 3 hrs by microbeta scintillation counting method,B,CHEMBL3828479,=,nM,102.0,CHEMBL251,Homo sapiens,Ki,nM,102.0
3839,16650683,CHEMBL3831117,Displacement of [3H]NECA from recombinant human adenosine A2A receptor expressed in CHO cell membrane after 3 hrs by microbeta scintillation counting method,B,CHEMBL3827396,=,nM,330.0,CHEMBL251,Homo sapiens,Ki,nM,330.0
3840,16650793,CHEMBL3831129,Displacement of [3H]ZM241385 from recombinant human adenosine A2A receptor expressed in HEK293 cell membrane by scintillation counting method,B,CHEMBL122806,=,nM,21.0,CHEMBL251,Homo sapiens,Ki,nM,21.0
3841,16651626,CHEMBL3831093,Displacement of [3H]MSX2 from recombinant human adenosine receptor A2a expressed in CHO cell membranes,B,CHEMBL3827623,=,nM,2380.0,CHEMBL251,Homo sapiens,Ki,nM,2380.0
3842,16651630,CHEMBL3831093,Displacement of [3H]MSX2 from recombinant human adenosine receptor A2a expressed in CHO cell membranes,B,CHEMBL3827598,=,nM,1030.0,CHEMBL251,Homo sapiens,Ki,nM,1030.0
